"","X","species","biome","system","Country.list","Class","lengthyear","Decimal.Latitude","Decimal.Longitude","id","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p","Red.List.status"
"116",116,"Actitis hypoleucos","Polar freshwaters","Freshwater","Sweden","Aves",23,62,15,1170,22,27.9887325944858,-0.0143222506393855,26.5315597322493,0.0133558513231736,0.302909021312708,0.295182284689311,"LC"
"117",117,"Actitis hypoleucos","Polar freshwaters","Freshwater","Norway","Aves",7,62,10,2477,6,-27.9945054944946,0.0137362637362583,220.312096086114,0.110183521597462,0.903038476331,0.904858988060558,"LC"
"118",118,"Actitis macularius","Tropical and subtropical coastal rivers","Freshwater","Brazil","Aves",9,-26.91472,-48.64889,8873,8,278.6909090909,-0.139393939393935,111.862268316896,0.0559170972340754,0.0374418852257595,0.0373548978982653,"LC"
"119",119,"Actitis macularius","Temperate floodplain rivers and wetlands","Freshwater","Canada","Aves",42,55,-115,4177,41,88.6013793683507,-0.0446092618009017,4.09416386666236,0.002056295500851,4.77370616229988e-24,4.35155865136565e-24,"LC"
"120",120,"Actitis macularius","Polar freshwaters","Freshwater","Canada","Aves",41,63.748366,-136.036766,13772,40,92.5506216856189,-0.046484617670097,2.0436442115453,0.00102513490683443,5.45321392986347e-36,5.18678663854776e-36,"LC"
"121",121,"Actitis macularius","Large lakes","Freshwater","Canada","Aves",44,55.443204,-97.404876,13768,43,82.277876644042,-0.0414249646683193,3.33114748282752,0.00167222725308681,4.95171759599779e-27,4.39890920740263e-27,"LC"
"122",122,"Actitis macularius","Temperate coastal rivers","Freshwater","Canada","Aves",44,60.108611,-113.6425,13535,43,86.2238985330125,-0.0434060491611861,2.97805664414565,0.00149497658306906,7.81027493737571e-30,6.96072950883774e-30,"LC"
"123",123,"Actitis macularius","Temperate coastal rivers","Freshwater","Canada","Aves",44,45.290147,-62.735984,13771,43,86.3303663650699,-0.043475176940434,2.98289447912146,0.00149740516347092,7.93572829159533e-30,6.96981856936699e-30,"LC"
"124",124,"Actitis macularius","Polar freshwaters","Freshwater","Canada","Aves",40,64.407745,-120.52011,13770,39,76.2006706285343,-0.0383981263670508,3.51738176533626,0.00176395177622714,2.37681330325179e-23,1.99882542529289e-23,"LC"
"125",125,"Actitis macularius","Temperate coastal rivers","Freshwater","United States, Canada","Aves",41,48.99722,-97.22917,2947,40,92.216915486832,-0.0464613329831318,3.73601168349893,0.00187688641982207,8.01891590599037e-26,7.19557751971105e-26,"LC"
"126",126,"Actitis macularius","Temperate coastal rivers","Freshwater","Canada","Aves",40,53.003392,-60.79843,13769,39,83.07180556349,-0.0418389786942371,3.53843064873627,0.00177450770041682,1.28653854204364e-24,1.10035552464564e-24,"LC"
"127",127,"Actitis macularius","Temperate coastal rivers","Freshwater","Canada","Aves",44,54,-72,4181,43,85.5418528823707,-0.0430645846335206,3.25924263728857,0.00163613121021897,4.26325703498757e-28,3.79725404742439e-28,"LC"
"128",128,"Actitis macularius","Temperate coastal rivers","Freshwater","Canada","Aves",44,46.5,-66.75,4179,43,94.6449394350446,-0.0475762118940531,2.96024027482137,0.00148603281264499,1.32105971307188e-31,1.2488496804333e-31,"LC"
"129",129,"Actitis macularius","Temperate coastal rivers","Freshwater","Canada","Aves",44,50,-86,4180,43,84.5751048462626,-0.0425852024699589,3.12816061737844,0.00157032838185025,1.27755328763855e-28,1.12955616896641e-28,"LC"
"130",130,"Actitis macularius","Temperate upland rivers","Freshwater","Canada","Aves",44,55.410147,-105.758445,4182,43,86.41678090759,-0.0435209552876037,3.69729511072127,0.00185603239686186,4.52668933288766e-26,3.98022166766853e-26,"LC"
"131",131,"Actitis macularius","Temperate coastal rivers","Freshwater","Canada","Aves",44,55,-125,4178,43,91.4091175677448,-0.0459528927721149,1.70468754957516,0.000855748655108391,5.06880009643095e-41,4.77032592982785e-41,"LC"
"132",132,"Aechmophorus occidentalis","Temperate coastal rivers","Freshwater","Canada","Aves",11,49.4825,-124.067222,17805,10,257.661344003594,-0.128604016304553,75.4669614414446,0.0376299424797321,0.00661118993863967,0.00657388253474899,"LC"
"133",133,"Aegithalos caudatus","Boreal forests/taiga","Terrestrial","Norway","Aves",13,58.86667,9.41667,2751,12,28.7122895595847,-0.0147647437236571,73.0541614372089,0.0365910405838532,0.701191977468146,0.693672661746073,"LC"
"134",134,"Aegithalos caudatus","Temperate broadleaf and mixed forests","Terrestrial","United Kingdom","Aves",5,51.29167,-0.38361,5951,4,225.095238095261,-0.114285714285726,532.667132384676,0.27004660721444,0.694327462280134,0.693906634034547,"LC"
"135",135,"Aegithalos caudatus","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6603,11,-230.837606837612,0.115384615384618,83.0780003106002,0.0415389274622406,0.0179499273043711,0.0179762122668677,"LC"
"136",136,"Aegithalos caudatus","Mediterranean forests woodlands and scrub","Terrestrial","France","Aves",15,43.61667,4.46667,7420,14,-194.945098039216,0.0975490196078431,45.6390233591158,0.0228251573244843,0.000775221491570378,0.000771784263345336,"LC"
"137",137,"Aegithalos caudatus","Temperate coniferous forests","Terrestrial","Norway","Aves",13,58.08333,6.8,2752,8,-21.1806636155612,0.0103737604881773,92.2868328025077,0.0462357779272068,0.824232382543605,0.828096399582161,"LC"
"138",138,"Aegithalos caudatus","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",5,41.31667,2.15,6781,4,-674.330901722484,0.336778115501566,228.241897833756,0.114035380837017,0.0417838282355116,0.0418328413154433,"LC"
"139",139,"Aegolius acadicus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,18223,43,88.5001443001444,-0.0445887445887446,3.75738867009834,0.00188619920521945,3.32797508437951e-26,2.87746252740208e-26,"LC"
"140",140,"Aegolius acadicus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.666605,-66.291594,18224,43,85.6782505360512,-0.0431837557157251,4.19041195775788,0.00210357575386475,8.9526664937467e-24,7.64897940721347e-24,"LC"
"141",141,"Aegolius acadicus","Boreal forests/taiga","Terrestrial","Canada","Aves",23,55,-97,17824,22,34.1050224887546,-0.017083958020989,31.446152868158,0.0157033533036108,0.289862331239863,0.288406760588183,"LC"
"142",142,"Aegolius funereus","Boreal forests/taiga","Terrestrial","Finland","Aves",10,63.1,23.83333,5953,9,9.7447272727159,-0.00509090909090335,136.453640962881,0.0688463507991944,0.944629886633935,0.942670823373856,"LC"
"143",143,"Aegolius funereus","Boreal forests/taiga","Terrestrial","Sweden","Aves",5,64.5,19,5952,4,-316.640074211515,0.160296846011138,361.42188119581,0.183230289342322,0.430438648223195,0.431047028411914,"LC"
"144",144,"Aegolius funereus","Boreal forests/taiga","Terrestrial","Finland","Aves",18,63.1,23.83333,5954,17,-52.4918022328516,0.0262838915470478,49.4353561389309,0.024942062247702,0.30316666614442,0.306723578779207,"LC"
"145",145,"Aegolius funereus","Boreal forests/taiga","Terrestrial","Finland","Aves",12,62.75,22.91667,5955,11,-140.307692307688,0.0705128205128185,80.0329813721145,0.0403391325840083,0.107365821801177,0.108280405397748,"LC"
"146",146,"Aegypius monachus","Mediterranean forests woodlands and scrub","Terrestrial","France","Aves",13,43.93333,3.07778,10508,12,-317.269230769229,0.158461538461538,11.0057032270599,0.00549597050066252,1.8879310363955e-12,1.88436623800283e-12,"NT"
"147",147,"Aegypius monachus","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",23,39.78333,2.81667,10514,8,-187.932315828539,0.0940805344219703,31.6268870221594,0.0158283737412224,0.000344993772588434,0.000344367085624673,"NT"
"148",148,"Aegypius monachus","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",23,39.03694,-4.38111,10516,12,-137.54977426953,0.0689232454161641,14.800627907634,0.00741164555919409,7.85722771216699e-07,7.80517031155674e-07,"NT"
"149",149,"Aegypius monachus","Mediterranean forests woodlands and scrub","Terrestrial","France","Aves",11,44.33556,5.33194,10878,10,-337.758258002203,0.168343851270702,37.2762902154093,0.01859627584855,3.89427422585877e-06,3.92686209442087e-06,"NT"
"150",150,"Aegypius monachus","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",32,39.775,-6.03833,10517,12,-123.254215001624,0.0619055387331436,8.19562207409258,0.00411070001013286,3.77262290808949e-09,3.71407035619081e-09,"NT"
"151",151,"Aegypius monachus","Temperate broadleaf and mixed forests","Terrestrial","Greece","Aves",21,41.14972,26.245,10436,20,-201.926362639913,0.101238914538145,10.5396241256041,0.00528431727534028,2.448942597653e-14,2.44994036708236e-14,"NT"
"152",152,"Aegypius monachus","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",33,38.35111,-5.00972,10513,6,-115.203166068293,0.0578675795274253,6.88818975377017,0.00344879080043615,2.91706599108163e-06,2.8618461353712e-06,"NT"
"153",153,"Aegypius monachus","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",14,40.6875,-4.07778,10518,9,-300.106054797594,0.150050738527447,22.0918044855407,0.0110423681211881,2.65979915848981e-07,2.65282177390872e-07,"NT"
"154",154,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Zimbabwe","Mammalia",9,21.11667,31.93333,10087,7,-18.2947932691135,0.009284547842755,145.902144341799,0.072882169343854,0.903739369094902,0.902213102125948,"LC"
"155",155,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","South Africa","Mammalia",13,-23.755,31.31111,4593,12,59.9457380457521,-0.0303534303534374,80.2650794895175,0.0404051921611269,0.469536727696087,0.466994121368879,"LC"
"156",156,"Aepyceros melampus","Montane grasslands and shrublands","Terrestrial","South Africa","Mammalia",33,-28.22361,31.90167,10020,11,-92.320120715858,0.0463010769936418,23.3486035237116,0.0117223897177325,0.00225720083775935,0.00227348275642327,"LC"
"157",157,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of","Mammalia",30,-3.66,34.79,5597,4,82.0040904691953,-0.0413155617456861,41.3530710717327,0.0208132633810732,0.118391431562846,0.118116013988486,"LC"
"158",158,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Kenya","Mammalia",22,-0.39861,36.09083,7695,12,-79.1970349121497,0.0398676577167023,40.6361900102144,0.0205172482846079,0.0750677711009624,0.075829920621124,"LC"
"159",159,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","South Africa","Mammalia",25,-23.83333,31.5,5259,20,100.436326728565,-0.0507134172788692,29.7355667280562,0.0149882709012607,0.00299156625722303,0.00295123880433958,"LC"
"160",160,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Uganda","Mammalia",27,2,33,31,4,-8.64599471231112,0.00412448686132104,80.6029158573164,0.0402943516390185,0.919742372256756,0.923397910658716,"LC"
"161",161,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","South Africa","Mammalia",12,-24.01139,31.48417,5026,11,82.2810047095781,-0.0413396127681852,83.0339016194183,0.0417885024674795,0.343015694074615,0.343798306002088,"LC"
"162",162,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of","Mammalia",20,-1.60917,34.87944,5066,4,62.1755301862071,-0.0311683065246031,100.155314730142,0.0504558026362794,0.568360414063656,0.570183709986249,"LC"
"163",163,"Aepyceros melampus","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Zimbabwe","Mammalia",32,-19,26.5,8523,22,35.669403844222,-0.018079499923608,26.5874144592233,0.0133458565675891,0.193414200953841,0.189266094062307,"LC"
"164",164,"Aerodramus maximus","Tropical and subtropical moist broadleaf forests","Terrestrial","Malaysia","Aves",25,3.82083,113.77583,8519,5,151.80191388149,-0.0764837819185623,29.5151980328018,0.0148241978184191,0.00363562620884816,0.00358657547847791,"LC"
"165",165,"Aeronautes saxatalis","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,2989,40,59.2613535730041,-0.029953272290198,10.0723869185441,0.0050601357340788,6.89075538893303e-07,6.13448068463508e-07,"LC"
"166",166,"Aeronautes saxatalis","Temperate coniferous forests","Terrestrial","Canada","Aves",39,56.159482,-125.441985,14561,38,92.3168780487809,-0.0463306233062332,3.90170770600954,0.00195816423070248,2.41930636205374e-24,2.42076584900524e-24,"LC"
"167",167,"Aeronautes saxatalis","Temperate coniferous forests","Terrestrial","Canada","Aves",41,60.108611,-113.6425,14560,40,78.6063163438944,-0.0393363584798639,5.55253590513289,0.00278526875942812,3.61083064953733e-17,3.91203712754468e-17,"LC"
"168",168,"Agalychnis callidryas","Tropical and subtropical moist broadleaf forests","Terrestrial","Belize","Amphibia",10,17.09528,-88.975,7971,9,-25.3495939219516,0.0126277181032341,127.684902000327,0.0637785927638519,0.847040780489907,0.847450354694708,"LC"
"169",169,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-125,3684,43,74.1040630281738,-0.0372011729060478,4.63176420751592,0.00232513341952239,1.01937225658499e-19,1.01823006059377e-19,"LC"
"170",170,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-72,3689,43,97.4436718108146,-0.0489922808418836,3.11716678536014,0.00156480950716469,3.34478813846079e-31,3.13789024428684e-31,"LC"
"171",171,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,50,-86,3688,43,78.7105797536278,-0.0396274410049702,5.74759713863872,0.00288527860881057,2.79159866922234e-17,2.52046503168008e-17,"LC"
"172",172,"Agelaius phoeniceus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,45.290147,-62.735984,13774,43,88.3389285308083,-0.0444927619251611,4.10165112848414,0.00205901805160651,1.16284753494848e-24,1.02067997055518e-24,"LC"
"173",173,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-97,3685,43,-61.0650643299474,0.0305275549422707,7.86206331370626,0.00394673505344593,1.01591843489421e-09,1.12908028654737e-09,"LC"
"174",174,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13536,43,85.1685471313931,-0.0427968752079425,5.47207868254183,0.00274696907031408,2.8110450463939e-19,2.71050704914131e-19,"LC"
"175",175,"Agelaius phoeniceus","Temperate grasslands savannas and shrublands","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3217,40,102.202393081571,-0.0514301891100769,3.4712245454807,0.00174386344623637,9.94860781445923e-29,9.33085362496992e-29,"LC"
"176",176,"Agelaius phoeniceus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.5,-66.75,3686,43,85.3072271548165,-0.0429879886649602,4.71519462825235,0.00236701527074968,1.00783526345759e-21,8.71149247837263e-22,"LC"
"177",177,"Agelaius phoeniceus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",42,45,-63,3687,41,91.9677987733948,-0.0463370732523745,4.28481416382401,0.00215204969170829,6.51154231599172e-24,5.77950310863409e-24,"LC"
"178",178,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-115,3683,43,68.2111935598811,-0.0343363909811818,5.25172671658688,0.00263635296441043,1.76306304424066e-16,1.60317140958495e-16,"LC"
"179",179,"Agelaius phoeniceus","Tundra","Terrestrial","Canada","Aves",41,63.748366,-136.036766,13775,40,97.9905859538157,-0.0491515849724437,2.98544294787557,0.00149756095554213,1.52494255693551e-30,1.52800350363388e-30,"LC"
"180",180,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",39,64.407745,-120.52011,13773,38,99.5171380609119,-0.049925940554952,1.72756096265432,0.000866147921673548,1.36717023055726e-38,1.33563371923367e-38,"LC"
"181",181,"Agelaius phoeniceus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-106,3690,43,58.8589814725553,-0.0295874974560023,7.16160410145162,0.0035951063758067,2.32825214633075e-10,2.24490698771901e-10,"LC"
"182",182,"Agelaius tricolor","Temperate grasslands savannas and shrublands","Terrestrial","United States, Canada","Aves",37,48.99722,-97.22917,3218,36,-41.9878482837463,0.021045802728356,12.891965388927,0.00648316286807996,0.00245850860713204,0.0025307046930302,"EN"
"183",183,"Agelaius xanthomus","Tropical and subtropical moist broadleaf forests","Terrestrial","Puerto Rico","Aves",19,18.08722,-67.97194,247,5,-0.251474530832418,0.000188392145497367,89.420858049927,0.0450123963946238,0.997864899413647,0.996822445640591,"EN"
"184",184,"Agelaius xanthomus","Tropical and subtropical moist broadleaf forests","Terrestrial","Puerto Rico","Aves",8,17.97389,-67.12639,6165,7,-371.104575163399,0.186274509803922,132.652090508403,0.0666592858549521,0.0266167418742459,0.0267375814048385,"EN"
"185",185,"Agonus cataphractus","Unknown","Marine","United Kingdom","Actinopterygii",15,51.46667,0.28333,9247,14,-114.341555488175,0.0574893875075804,60.2272523855723,0.0303487477444167,0.0784386587207077,0.0790326399946746,"LC"
